source_ip,window_start,first_seen,last_seen,connection_count,failed_login_count,auth_failure_count,invalid_user_count,accepted_login_count,command_count,suspicious_command_count,unique_users,unique_passwords,source_port_count,failure_rate,invalid_user_rate,commands_per_accepted,success_after_fail,burst_score,pseudo_label,pseudo_reason
161.166.232.12,2013-12-18 10:00:00,2013-12-18 10:02:02,2013-12-18 10:02:05,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-18 10:30:00,2013-12-18 10:32:02,2013-12-18 10:32:03,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-18 11:00:00,2013-12-18 11:02:02,2013-12-18 11:06:39,1,0,0,0,13,0,0,1,0,13,0.0,0.0,0.0,13.0,0.21660649819494587,0,low_activity
161.166.232.12,2013-12-18 11:30:00,2013-12-18 11:32:02,2013-12-18 11:32:02,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-18 12:00:00,2013-12-18 12:02:02,2013-12-18 12:02:05,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-18 12:20:00,2013-12-18 12:21:37,2013-12-18 12:22:46,1,1,0,0,1,0,0,1,0,1,0.5,0.0,0.0,0.5,1.7391304347826089,0,low_activity
161.166.232.12,2013-12-18 12:30:00,2013-12-18 12:32:02,2013-12-18 12:38:12,0,0,0,0,4,0,0,1,0,4,0.0,0.0,0.0,4.0,0.0,0,low_activity
161.166.232.12,2013-12-18 12:50:00,2013-12-18 12:51:12,2013-12-18 12:51:12,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0,low_activity
161.166.232.12,2013-12-18 13:00:00,2013-12-18 13:02:02,2013-12-18 13:02:06,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-18 13:20:00,2013-12-18 13:22:31,2013-12-18 13:23:10,0,0,0,0,4,0,0,1,0,4,0.0,0.0,0.0,4.0,0.0,0,low_activity
161.166.232.12,2013-12-18 13:30:00,2013-12-18 13:30:56,2013-12-18 13:37:06,1,0,0,0,3,0,0,1,0,3,0.0,0.0,0.0,3.0,0.16216216216216214,0,low_activity
161.166.232.12,2013-12-18 13:50:00,2013-12-18 13:58:58,2013-12-18 13:58:58,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,low_activity
161.166.232.12,2013-12-18 14:00:00,2013-12-18 14:00:01,2013-12-18 14:02:06,0,0,0,0,13,0,0,1,0,13,0.0,0.0,0.0,13.0,0.0,0,low_activity
161.166.232.12,2013-12-18 14:30:00,2013-12-18 14:32:02,2013-12-18 14:32:02,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-18 15:00:00,2013-12-18 15:02:02,2013-12-18 15:02:07,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-18 15:10:00,2013-12-18 15:13:33,2013-12-18 15:13:33,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0,low_activity
161.166.232.12,2013-12-18 15:20:00,2013-12-18 15:20:41,2013-12-18 15:23:01,0,0,0,0,14,0,0,1,0,14,0.0,0.0,0.0,14.0,0.0,0,low_activity
161.166.232.12,2013-12-18 15:30:00,2013-12-18 15:32:02,2013-12-18 15:33:44,0,0,0,0,3,0,0,1,0,3,0.0,0.0,0.0,3.0,0.0,0,low_activity
161.166.232.12,2013-12-18 15:40:00,2013-12-18 15:42:21,2013-12-18 15:46:44,0,0,0,0,4,0,0,1,0,4,0.0,0.0,0.0,4.0,0.0,0,low_activity
161.166.232.12,2013-12-18 16:00:00,2013-12-18 16:02:02,2013-12-18 16:02:05,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-18 16:30:00,2013-12-18 16:32:01,2013-12-18 16:32:02,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-18 17:00:00,2013-12-18 17:02:02,2013-12-18 17:02:06,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-18 17:30:00,2013-12-18 17:32:02,2013-12-18 17:32:02,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-18 18:00:00,2013-12-18 18:02:01,2013-12-18 18:02:06,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-18 18:30:00,2013-12-18 18:32:01,2013-12-18 18:32:02,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-18 19:00:00,2013-12-18 19:02:02,2013-12-18 19:02:05,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-18 19:30:00,2013-12-18 19:32:02,2013-12-18 19:32:02,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-18 20:00:00,2013-12-18 20:02:02,2013-12-18 20:02:05,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-18 20:30:00,2013-12-18 20:32:01,2013-12-18 20:32:02,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-18 21:00:00,2013-12-18 21:02:02,2013-12-18 21:02:05,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-18 21:30:00,2013-12-18 21:32:01,2013-12-18 21:32:02,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-18 22:00:00,2013-12-18 22:02:01,2013-12-18 22:02:05,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-18 22:30:00,2013-12-18 22:32:02,2013-12-18 22:32:02,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-18 23:00:00,2013-12-18 23:02:02,2013-12-18 23:02:05,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-18 23:30:00,2013-12-18 23:32:02,2013-12-18 23:32:02,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-19 00:00:00,2013-12-19 00:02:01,2013-12-19 00:02:05,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-19 00:30:00,2013-12-19 00:32:01,2013-12-19 00:32:02,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-19 01:00:00,2013-12-19 01:02:01,2013-12-19 01:02:05,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-19 01:30:00,2013-12-19 01:32:01,2013-12-19 01:32:02,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-19 02:00:00,2013-12-19 02:02:01,2013-12-19 02:02:04,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-19 02:30:00,2013-12-19 02:32:02,2013-12-19 02:32:02,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-19 03:00:00,2013-12-19 03:02:02,2013-12-19 03:02:05,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-19 03:30:00,2013-12-19 03:32:01,2013-12-19 03:32:02,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-19 04:00:00,2013-12-19 04:02:01,2013-12-19 04:02:04,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-19 04:30:00,2013-12-19 04:32:01,2013-12-19 04:32:02,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-19 05:00:00,2013-12-19 05:02:01,2013-12-19 05:02:05,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-19 05:20:00,2013-12-19 05:28:20,2013-12-19 05:28:23,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-19 05:30:00,2013-12-19 05:32:02,2013-12-19 05:32:02,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-19 06:00:00,2013-12-19 06:02:02,2013-12-19 06:02:05,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-19 06:30:00,2013-12-19 06:32:01,2013-12-19 06:32:02,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-19 07:00:00,2013-12-19 07:02:02,2013-12-19 07:02:05,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-19 07:30:00,2013-12-19 07:32:02,2013-12-19 07:32:02,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-19 08:00:00,2013-12-19 08:02:02,2013-12-19 08:02:05,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-19 08:30:00,2013-12-19 08:32:02,2013-12-19 08:32:02,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-19 09:00:00,2013-12-19 09:02:02,2013-12-19 09:02:04,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-19 09:30:00,2013-12-19 09:32:02,2013-12-19 09:32:02,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-19 10:00:00,2013-12-19 10:02:02,2013-12-19 10:02:05,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-19 10:30:00,2013-12-19 10:32:02,2013-12-19 10:32:02,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-19 11:00:00,2013-12-19 11:02:01,2013-12-19 11:02:05,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-19 11:30:00,2013-12-19 11:32:02,2013-12-19 11:32:02,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-19 12:00:00,2013-12-19 12:02:02,2013-12-19 12:02:06,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-19 12:30:00,2013-12-19 12:32:02,2013-12-19 12:32:02,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-19 13:00:00,2013-12-19 13:02:02,2013-12-19 13:02:06,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-19 13:30:00,2013-12-19 13:32:02,2013-12-19 13:32:02,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-19 14:00:00,2013-12-19 14:02:02,2013-12-19 14:02:06,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-19 14:30:00,2013-12-19 14:32:02,2013-12-19 14:32:03,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-19 15:00:00,2013-12-19 15:02:01,2013-12-19 15:02:06,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-19 15:30:00,2013-12-19 15:32:01,2013-12-19 15:32:02,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-19 16:00:00,2013-12-19 16:02:02,2013-12-19 16:02:06,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-19 16:30:00,2013-12-19 16:32:02,2013-12-19 16:32:03,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-19 17:00:00,2013-12-19 17:02:01,2013-12-19 17:02:06,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-19 17:30:00,2013-12-19 17:32:02,2013-12-19 17:32:02,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-19 18:00:00,2013-12-19 18:02:01,2013-12-19 18:02:06,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-19 18:30:00,2013-12-19 18:32:01,2013-12-19 18:32:02,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-19 19:00:00,2013-12-19 19:02:01,2013-12-19 19:02:06,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-19 19:30:00,2013-12-19 19:32:02,2013-12-19 19:32:03,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-19 20:00:00,2013-12-19 20:02:01,2013-12-19 20:02:06,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-19 20:30:00,2013-12-19 20:32:02,2013-12-19 20:32:02,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-19 21:00:00,2013-12-19 21:02:02,2013-12-19 21:02:05,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-19 21:30:00,2013-12-19 21:32:01,2013-12-19 21:32:02,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-19 22:00:00,2013-12-19 22:02:02,2013-12-19 22:02:06,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-19 22:30:00,2013-12-19 22:32:02,2013-12-19 22:32:03,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-19 23:00:00,2013-12-19 23:02:02,2013-12-19 23:02:06,0,0,0,0,11,0,0,1,0,11,0.0,0.0,0.0,11.0,0.0,0,low_activity
161.166.232.12,2013-12-19 23:30:00,2013-12-19 23:32:02,2013-12-19 23:32:02,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-20 00:00:00,2013-12-20 00:02:03,2013-12-20 00:02:06,0,0,0,0,9,0,0,1,0,9,0.0,0.0,0.0,9.0,0.0,0,low_activity
161.166.232.12,2013-12-20 01:00:00,2013-12-20 01:02:03,2013-12-20 01:02:06,0,0,0,0,9,0,0,1,0,9,0.0,0.0,0.0,9.0,0.0,0,low_activity
161.166.232.12,2013-12-20 02:00:00,2013-12-20 02:02:03,2013-12-20 02:02:06,0,0,0,0,9,0,0,1,0,9,0.0,0.0,0.0,9.0,0.0,0,low_activity
161.166.232.12,2013-12-20 03:00:00,2013-12-20 03:02:03,2013-12-20 03:02:06,0,0,0,0,9,0,0,1,0,9,0.0,0.0,0.0,9.0,0.0,0,low_activity
161.166.232.12,2013-12-20 04:00:00,2013-12-20 04:02:03,2013-12-20 04:02:06,0,0,0,0,9,0,0,1,0,9,0.0,0.0,0.0,9.0,0.0,0,low_activity
161.166.232.12,2013-12-20 05:00:00,2013-12-20 05:02:03,2013-12-20 05:02:06,0,0,0,0,9,0,0,1,0,9,0.0,0.0,0.0,9.0,0.0,0,low_activity
161.166.232.12,2013-12-20 05:20:00,2013-12-20 05:28:24,2013-12-20 05:28:28,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-20 06:00:00,2013-12-20 06:02:03,2013-12-20 06:02:06,0,0,0,0,9,0,0,1,0,9,0.0,0.0,0.0,9.0,0.0,0,low_activity
161.166.232.12,2013-12-20 07:00:00,2013-12-20 07:02:03,2013-12-20 07:02:07,0,0,0,0,9,0,0,1,0,9,0.0,0.0,0.0,9.0,0.0,0,low_activity
161.166.232.12,2013-12-20 08:00:00,2013-12-20 08:02:03,2013-12-20 08:02:06,0,0,0,0,9,0,0,1,0,9,0.0,0.0,0.0,9.0,0.0,0,low_activity
161.166.232.12,2013-12-20 09:00:00,2013-12-20 09:02:03,2013-12-20 09:02:06,0,0,0,0,9,0,0,1,0,9,0.0,0.0,0.0,9.0,0.0,0,low_activity
161.166.232.12,2013-12-20 10:00:00,2013-12-20 10:02:03,2013-12-20 10:02:06,0,0,0,0,9,0,0,1,0,9,0.0,0.0,0.0,9.0,0.0,0,low_activity
161.166.232.12,2013-12-20 11:00:00,2013-12-20 11:02:03,2013-12-20 11:02:06,0,0,0,0,9,0,0,1,0,9,0.0,0.0,0.0,9.0,0.0,0,low_activity
161.166.232.12,2013-12-20 12:00:00,2013-12-20 12:02:04,2013-12-20 12:02:08,0,0,0,0,9,0,0,1,0,9,0.0,0.0,0.0,9.0,0.0,0,low_activity
161.166.232.12,2013-12-20 13:00:00,2013-12-20 13:02:03,2013-12-20 13:02:06,0,0,0,0,9,0,0,1,0,9,0.0,0.0,0.0,9.0,0.0,0,low_activity
161.166.232.12,2013-12-20 14:00:00,2013-12-20 14:02:03,2013-12-20 14:02:06,0,0,0,0,9,0,0,1,0,9,0.0,0.0,0.0,9.0,0.0,0,low_activity
161.166.232.12,2013-12-20 15:00:00,2013-12-20 15:02:02,2013-12-20 15:02:06,0,0,0,0,9,0,0,1,0,9,0.0,0.0,0.0,9.0,0.0,0,low_activity
161.166.232.12,2013-12-20 16:00:00,2013-12-20 16:02:03,2013-12-20 16:02:06,0,0,0,0,9,0,0,1,0,9,0.0,0.0,0.0,9.0,0.0,0,low_activity
161.166.232.12,2013-12-20 17:00:00,2013-12-20 17:01:57,2013-12-20 17:06:06,1,0,0,0,9,0,0,1,0,10,0.0,0.0,0.0,9.0,0.24096385542168672,0,low_activity
161.166.232.12,2013-12-20 17:50:00,2013-12-20 17:55:46,2013-12-20 17:57:56,3,10,0,0,0,0,0,1,5,3,1.0,0.0,0.0,0.0,6.0,1,brute_force
161.166.232.12,2013-12-20 18:00:00,2013-12-20 18:01:52,2013-12-20 18:08:11,2,4,0,1,11,0,0,3,3,13,0.26666666666666666,0.2,0.0,2.2,0.949868073878628,0,low_activity
161.166.232.12,2013-12-20 19:00:00,2013-12-20 19:02:23,2013-12-20 19:06:06,0,0,0,0,9,0,0,1,0,9,0.0,0.0,0.0,9.0,0.0,0,low_activity
161.166.232.12,2013-12-20 20:00:00,2013-12-20 20:02:23,2013-12-20 20:06:06,0,0,0,0,9,0,0,1,0,9,0.0,0.0,0.0,9.0,0.0,0,low_activity
161.166.232.12,2013-12-20 21:00:00,2013-12-20 21:02:23,2013-12-20 21:06:05,0,0,0,0,9,0,0,1,0,9,0.0,0.0,0.0,9.0,0.0,0,low_activity
161.166.232.12,2013-12-20 22:00:00,2013-12-20 22:02:23,2013-12-20 22:06:07,0,0,0,0,9,0,0,1,0,9,0.0,0.0,0.0,9.0,0.0,0,low_activity
161.166.232.12,2013-12-20 23:00:00,2013-12-20 23:02:23,2013-12-20 23:02:23,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0,low_activity
161.166.232.12,2013-12-21 05:20:00,2013-12-21 05:28:48,2013-12-21 05:29:12,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-21 13:10:00,2013-12-21 13:16:59,2013-12-21 13:16:59,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0,low_activity
161.166.232.12,2013-12-21 15:50:00,2013-12-21 15:57:41,2013-12-21 15:57:41,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,low_activity
161.166.232.12,2013-12-21 16:00:00,2013-12-21 16:06:32,2013-12-21 16:06:32,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,low_activity
161.166.232.12,2013-12-22 13:30:00,2013-12-22 13:38:50,2013-12-22 13:38:50,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0,low_activity
161.166.232.12,2013-12-22 13:50:00,2013-12-22 13:55:46,2013-12-22 13:56:10,1,2,0,0,0,0,0,1,2,1,1.0,0.0,0.0,0.0,3.0,0,low_activity
161.166.232.12,2013-12-22 17:20:00,2013-12-22 17:21:11,2013-12-22 17:21:11,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0,low_activity
161.166.232.12,2013-12-22 19:20:00,2013-12-22 19:20:03,2013-12-22 19:20:03,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0,low_activity
161.166.232.12,2013-12-23 09:00:00,2013-12-23 09:02:18,2013-12-23 09:05:11,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-12-23 10:00:00,2013-12-23 10:00:55,2013-12-23 10:00:55,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0,low_activity
161.166.232.12,2013-12-23 11:20:00,2013-12-23 11:20:47,2013-12-23 11:20:47,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0,low_activity
161.166.232.12,2013-12-23 17:20:00,2013-12-23 17:20:17,2013-12-23 17:29:15,0,0,0,1,2,0,0,1,0,2,0.0,1.0,0.0,2.0,0.0,0,low_activity
161.166.232.14,2013-11-22 17:00:00,2013-11-22 17:06:19,2013-11-22 17:09:37,9,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,2.7272727272727275,0,low_activity
161.166.232.14,2013-11-26 18:20:00,2013-11-26 18:26:13,2013-11-26 18:29:50,9,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,2.488479262672811,0,low_activity
161.166.232.14,2013-11-26 18:30:00,2013-11-26 18:39:56,2013-11-26 18:39:59,0,1,0,2,0,0,0,1,0,1,1.0,0.6666666666666666,0.0,0.0,1.0,0,low_activity
161.166.232.14,2013-11-26 18:40:00,2013-11-26 18:40:03,2013-11-26 18:49:59,969,1073,0,194,5,0,0,235,307,1062,0.9953617810760668,0.15311760063141278,0.0,0.004655493482309125,205.5704697986577,1,brute_force+user_enumeration+connection_burst
161.166.232.14,2013-11-26 18:50:00,2013-11-26 18:50:00,2013-11-26 18:59:59,2029,2135,0,256,14,0,0,240,595,2086,0.993485342019544,0.10706817231283981,0.0,0.006554307116104869,417.0951585976628,1,brute_force+user_enumeration+connection_burst
161.166.232.14,2013-11-26 19:00:00,2013-11-26 19:00:00,2013-11-26 19:09:59,1921,2043,0,79,4,0,0,45,369,1990,0.9980459208597948,0.03722902921771913,0.0,0.0019569471624266144,397.06176961602677,1,brute_force+user_enumeration+connection_burst
161.166.232.14,2013-11-26 19:10:00,2013-11-26 19:10:00,2013-11-26 19:19:59,1865,2077,0,0,0,0,0,299,369,2019,1.0,0.0,0.0,0.0,394.85809682804677,1,brute_force+user_enumeration+connection_burst
161.166.232.14,2013-11-26 19:20:00,2013-11-26 19:20:00,2013-11-26 19:29:59,1799,2022,0,340,1,0,0,411,491,1978,0.9995056846267919,0.14394580863674852,0.0,0.0004943153732081067,382.737896494157,1,brute_force+user_enumeration+connection_burst
161.166.232.14,2013-11-26 19:30:00,2013-11-26 19:30:00,2013-11-26 19:39:59,1816,2039,0,477,4,0,0,344,440,1983,0.9980420949583945,0.18958664546899842,0.0,0.00196078431372549,386.1435726210351,1,brute_force+user_enumeration+connection_burst
161.166.232.14,2013-11-26 19:40:00,2013-11-26 19:40:00,2013-11-26 19:49:59,1051,1286,0,456,0,0,0,229,339,1279,1.0,0.2617680826636051,0.0,0.0,234.0901502504174,1,brute_force+user_enumeration+connection_burst
161.166.232.14,2013-11-26 19:50:00,2013-11-26 19:50:01,2013-11-26 19:59:59,0,250,0,488,1,0,0,1,0,251,0.9960159362549801,0.6612466124661247,0.0,0.00398406374501992,25.08361204013378,1,brute_force+user_enumeration
161.166.232.14,2013-11-26 20:00:00,2013-11-26 20:00:00,2013-11-26 20:02:04,0,51,0,77,0,0,0,1,0,51,1.0,0.6015625,0.0,0.0,24.677419354838708,1,brute_force+user_enumeration
161.166.232.19,2013-12-17 10:40:00,2013-12-17 10:45:56,2013-12-17 10:47:58,9,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,4.426229508196721,0,low_activity
161.166.232.19,2013-12-17 10:50:00,2013-12-17 10:50:30,2013-12-17 10:56:24,36,0,0,0,0,0,0,0,0,32,0.0,0.0,0.0,0.0,6.101694915254237,1,connection_burst
161.166.232.19,2013-12-17 11:40:00,2013-12-17 11:49:28,2013-12-17 11:49:40,0,96,16,112,0,0,0,1,0,16,1.0,0.5384615384615384,0.0,0.0,96.0,1,brute_force+user_enumeration
161.166.232.19,2013-12-17 11:50:00,2013-12-17 11:50:00,2013-12-17 11:59:59,22,1137,230,557,2,0,0,3,15,234,0.9982440737489026,0.32880755608028334,0.0,0.0014619883040935672,116.09348914858097,1,brute_force+user_enumeration+connection_burst
161.166.232.19,2013-12-17 12:00:00,2013-12-17 12:00:00,2013-12-17 12:09:38,126,628,0,0,0,0,0,4,15,128,1.0,0.0,0.0,0.0,78.26989619377163,1,brute_force+connection_burst
161.166.232.19,2013-12-17 12:10:00,2013-12-17 12:18:07,2013-12-17 12:19:59,99,978,0,205,2,0,0,7,15,147,0.9979591836734694,0.17328825021132713,0.0,0.0020429009193054137,576.9642857142857,1,brute_force+user_enumeration+connection_burst
161.166.232.19,2013-12-17 12:20:00,2013-12-17 12:20:01,2013-12-17 12:27:44,114,1645,0,422,1,0,0,7,15,286,0.9993924665856622,0.20416061925495887,0.0,0.0006075334143377885,227.94816414686824,1,brute_force+user_enumeration+connection_burst
161.166.232.19,2013-12-17 12:30:00,2013-12-17 12:39:06,2013-12-17 12:39:06,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,low_activity
